Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
36098092,Florida,Lauren Groff,"Groff, Lauren",,1594634513,9781594634512,0,3.81,Riverhead,Hardcover,279,2018,2018,,6/5/18,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
33113683,My Lesbian Experience with Loneliness,Nagata Kabi,"Kabi, Nagata",Jocelyne Allen,1626926034,9781626926035,4,4.08,Seven Seas,Paperback,143,2017,2017,5/29/18,10/9/17,owned,owned (#161),read,,,,1,,,0,,,,,
36479356,American Sonnets for My Past and Future Assassin,Terrance Hayes,"Hayes, Terrance",,0143133187,9780143133186,0,4.46,Penguin Books,Paperback,112,2018,2018,,5/21/18,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
10479036,In the Penal Colony,Franz Kafka,"Kafka, Franz",Michael Hofmann,0141196068,9780141196060,0,3.95,Penguin Books,Paperback,66,2011,1912,,5/14/12,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
586472,The Right Stuff,Tom Wolfe,"Wolfe, Tom",,0553381350,9780553381351,0,4.24,Bantam,Paperback,352,2001,1979,,5/15/18,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
25066770,"Hawkeye, Volume 5: All-New Hawkeye",Jeff Lemire,"Lemire, Jeff","RamÃ_n PÃ©rez, Ian Herring, Joe Sabino",0785194037,9780785194033,4,3.87,Marvel,Paperback,112,2015,2015,5/15/18,5/14/18,owned,owned (#166),read,,,,1,,,0,,,,,
25353286,Provenance,Ann Leckie,"Leckie, Ann",,,,4,3.83,Orbit,Kindle Edition,448,2017,2017,5/10/18,1/2/18,,,read,,,,1,,,0,,,,,
30312747,Not Quite Narwhal,Jessie Sima,"Sima, Jessie",,1481469096,9781481469098,4,4.46,Simon  Schuster Books for Young Readers,Hardcover,36,2017,2017,5/5/18,5/5/18,,,read,,,,1,,,0,,,,,
23546843,"Ms. Marvel, Vol. 3: Crushed",G. Willow Wilson,"Wilson, G. Willow","Takeshi Miyazawa, Elmo Bondoc",0785192271,9780785192275,4,4.2,Marvel Comics,Paperback,112,2015,2015,4/23/18,4/22/18,,,read,,,,1,,,0,,,,,
23017947,"Ms. Marvel, Vol. 2: Generation Why",G. Willow Wilson,"Wilson, G. Willow","Adrian Alphona, Jacob Wyatt",0785190228,9780785190226,3,4.14,Marvel,Paperback,136,2015,2015,4/21/18,4/20/18,,,read,,,,1,,,0,,,,,
23943137,"Sorcerer to the Crown (Sorcerer Royal, #1)",Zen Cho,"Cho, Zen",,0425283372,9780425283370,4,3.75,Ace,Hardcover,371,2015,2015,4/19/18,10/1/16,,,read,,,,1,,,0,,,,,
16690,The Moon is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,0340837942,9780340837948,0,4.17,Hodder & Stoughton,Paperback,288,2005,1966,,4/12/18,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,0553560735,9780553560732,0,3.85,Spectra Books,Mass Market Paperback,572,1993,1993,,4/12/18,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
35297351,Heads of the Colored People,Nafissa Thompson-Spires,"Thompson-Spires, Nafissa",,1501167995,9781501167997,0,4.2,Atria / 37 INK,Hardcover,224,2018,2018,,4/10/18,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,076532637X,9780765326379,4,4.64,Tor Books,Hardcover,1243,2017,2017,4/9/18,1/27/18,,,read,,,,1,,,0,,,,,
34504726,"Kill or be Killed, Vol. 2 (Kill or be Killed, #2)",Ed Brubaker,"Brubaker, Ed","Sean Phillips, Elizabeth Breitweiser",153430228X,9781534302280,5,4.18,Image Comics,Paperback,160,2017,2017,4/5/18,4/4/18,,,read,,,,1,,,0,,,,,
4961048,Wishful Drinking,Carrie Fisher,"Fisher, Carrie",,1439102252,9781439102251,0,3.77,Simon & Schuster,Hardcover,163,2008,2008,,3/9/18,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,006441034X,9780064410342,0,4.3,Harper Trophy,Mass Market Paperback,329,2001,1986,,3/9/18,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,031624662X,9780316246620,0,3.98,Orbit,Paperback,386,2013,2013,,3/6/18,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
31247173,"Kill or be Killed, Vol. 1 (Kill or be Killed, #1)",Ed Brubaker,"Brubaker, Ed","Sean Phillips, Elizabeth Breitweiser",1534300287,9781534300286,4,4.1,Image Comics,Paperback,128,2017,2017,3/5/18,10/16/17,,,read,,,,1,,,0,,,,,
20898019,"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,"Wilson, G. Willow",Adrian Alphona,078519021X,9780785190219,4,4.12,Marvel,Paperback,120,2014,2014,3/3/18,3/3/18,,,read,,,,1,,,0,,,,,
22892058,"Cool Japan Guide: Fun in the Land of Manga, Lucky Cats and Ramen",Abby Denson,"Denson, Abby",,4805312793,9784805312797,4,3.71,Tuttle Publishing,Paperback,128,2015,2014,2/27/18,2/3/18,owned,owned (#164),read,,,,1,,,0,,,,,
7904429,"Scott Pilgrim, Volume 6: Scott Pilgrim's Finest Hour",Bryan Lee O'Malley,"O'Malley, Bryan Lee",,1934964387,9781934964385,5,4.41,Oni Press,Paperback,245,2010,2010,2/28/18,2/28/18,,,read,,,,1,,,0,,,,,
33574161,Beasts of Extraordinary Circumstance,Ruth Emmie Lang,"Lang, Ruth Emmie",,1250112044,9781250112040,0,4.24,St. Martin's Press,Hardcover,346,2017,2017,,2/6/18,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
34818440,The Line Becomes A River,Francisco CantÃº,"CantÃº, Francisco",,,,0,3.9,Riverhead Books,Hardcover,256,2018,2018,,2/6/18,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
12974372,"A Natural History of Dragons (The Memoirs of Lady Trent, #1)",Marie Brennan,"Brennan, Marie",,0765331969,9780765331960,0,3.82,Tor Books,Hardcover,334,2013,2013,,2/3/18,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
32735037,An Unkindness of Magicians,Kat Howard,"Howard, Kat",,1481451219,9781481451215,0,3.76,Saga Press,ebook,352,2017,2017,,2/3/18,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
5989573,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",Bryan Lee O'Malley,"O'Malley, Bryan Lee",,1934964107,9781934964101,4,4.33,Oni Press,Paperback,178,2010,2009,2/2/18,1/30/18,,,read,,,,1,,,0,,,,,
6976882,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765360039,9780765360038,0,4.24,Tor Books,Mass Market Paperback,676,2010,2009,,2/1/18,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,,,0,4.31,Orbit,Paperback,468,2015,2015,,2/1/18,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
23719342,The Best American Science Fiction and Fantasy 2015,John Joseph Adams,"Adams, John Joseph","Joe Hill, Theodora Goss, Neil Gaiman, Susan Palwick, Adam-Troy Castro, Sam J. Miller, Daniel H. Wilson, Nathan Ballingrud, Kelly Link, Jess Row, Kelly Sandoval, T.C. Boyle, A. Merc Rustad, Sofia Samatar, Carmen Maria Machado, Cat Rambo, Karen Russell, Alaya Dawn Johnson, Seanan McGuire, Jo Walton",0544449770,9780544449770,4,3.87,Mariner Books,Paperback,368,2015,2015,1/27/18,7/9/17,,,read,,,,1,,,0,,,,,
13662,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,"Guin, Ursula K. Le",Margot Paronis,0689845367,9780689845369,0,4.08,Saga Press,Mass Market Paperback,180,2001,1970,,1/24/18,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
18423,The Left Hand of Darkness (Hainish Cycle #6),Ursula K. Le Guin,"Guin, Ursula K. Le",,0441007317,9780441007318,0,4.06,Ace,Paperback,304,2000,1969,,1/24/18,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
13651,The Dispossessed,Ursula K. Le Guin,"Guin, Ursula K. Le",,0061054887,9780061054884,5,4.2,Harper Voyager,Paperback,387,1994,1974,1/18/18,2/22/17,,,read,,,,1,,,0,,,,,
205189,Auto-da-FÃ©,Elias Canetti,"Canetti, Elias",C.V. Wedgwood,0374518793,9780374518790,0,4.05,"Farrar, Straus and Giroux",Paperback,464,1984,1935,,1/16/18,"to-read, owned","to-read (#90), owned (#163)",to-read,,,,0,,,0,,,,,
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,0061142026,9780061142024,0,4.07,Harper Perennial,Paperback,248,2006,1998,,10/6/11,"to-read, owned","to-read (#6), owned (#162)",to-read,,,,0,,,0,,,,,
32756588,Batwoman by Greg Rucka and J.H. Williams III,Greg Rucka,"Rucka, Greg","J.H. Williams III, Jock",1401274137,9781401274139,0,4.26,DC Comics,Paperback,256,2017,2017,,1/15/18,"to-read, owned","to-read (#89), owned (#159)",to-read,,,,0,,,0,,,,,
51019,Cat's Eye,Margaret Atwood,"Atwood, Margaret",,0385491026,9780385491020,0,3.93,Anchor,Paperback,462,1998,1988,,1/15/18,"to-read, owned","to-read (#88), owned (#158)",to-read,,,,0,,,0,,,,,
22609306,Signal to Noise,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,1781082995,9781781082997,0,3.71,Solaris,Paperback,272,2015,2015,,1/11/18,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
807911,Poetry as Insurgent Art,Lawrence Ferlinghetti,"Ferlinghetti, Lawrence",,0811217191,9780811217194,4,4.08,New Directions,Hardcover,90,2007,2007,1/5/18,12/31/17,owned,owned (#157),read,,,,1,,,0,,,,,
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,,,0,4.11,Faber & Faber,Paperback,258,2005,1989,,1/5/18,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
395090,Ariel,Sylvia Plath,"Plath, Sylvia",,0060931728,9780060931728,0,4.22,Harper Perennial Modern Classics,Paperback,105,2018,1965,,1/4/18,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",Reinhard Kaiser,0061148512,9780061148514,0,3.99,Harper Perennial Modern Classics,Paperback,244,2006,1963,,1/4/18,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,0812993543,9780812993547,4,4.4,Spiegel & Grau,Kindle Edition,152,2015,2015,12/29/17,12/26/17,,,read,,,,1,,,0,,,,,
744615,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",Bryan Lee O'Malley,"O'Malley, Bryan Lee",Steve Buccellato,1932664491,9781932664492,4,4.32,Oni Press,Paperback,205,2007,2007,12/28/17,12/27/17,,,read,,,,1,,,0,,,,,
28954126,"Ghost (Track, #1)",Jason Reynolds,"Reynolds, Jason",,1481450158,9781481450157,4,4.22,Atheneum/Caitlyn Dlouhy Books,Hardcover,192,2016,2016,12/26/17,12/26/17,,,read,,,,1,,,0,,,,,
25558608,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,"Tahir, Sabaa",,,9780008250447,4,4.34,Razorbill,Hardcover,452,2016,2016,12/25/17,12/15/17,,,read,,,,1,,,0,,,,,
10929432,"The Archived (The Archived, #1)",Victoria Schwab,"Schwab, Victoria",_’_¸_ºÑ‚__Ñ€_¸Ñè _¨___°_±,1423157311,9781423157311,0,4.01,Hyperion,Hardcover,321,2013,2013,,12/21/17,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,,,5,4.32,Razorbill,Paperback,446,2016,2015,12/15/17,11/26/17,,,read,,,,1,,,0,,,,,
30139736,"The Girl from the Other Side: SiÃºil, A RÃºn, Volume 1 (The Girl from the Other Side, #1)",Nagabe,"Nagabe, Nagabe","Adrienne Beck, Lys Blakeslee",1626924678,9781626924673,0,4.04,Seven Seas,Paperback,180,2017,2016,,12/13/17,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
6415011,Number 24,Guy Billout,"Billout, Guy",,0825200938,9780825200939,4,4.22,,,,,1973,,12/10/17,,,read,,,,1,,,0,,,,,
22609335,The Bullet,Mary Louise Kelly,"Kelly, Mary Louise",,1476769818,9781476769813,0,3.67,Gallery Books,Hardcover,353,2015,2015,,12/6/17,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
25667918,"Binti (Binti, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,0765384469,9780765384461,0,4,Tor.com,ebook,96,2015,2015,,12/5/17,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,0735224293,9780735224292,0,4.15,Penguin Press,Hardcover,338,2017,2017,,12/5/17,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
13641208,Tenth of December,George Saunders,"Saunders, George",,0812993802,9780812993806,4,3.97,Random House,Hardcover,251,2013,2013,12/1/17,11/10/17,,,read,,,,1,,,0,,,,,
13638125,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,0765335344,9780765335340,5,4.28,Tor,Hardcover,368,2013,2013,11/30/17,11/22/17,owned,owned (#156),read,,,,1,,,0,,,,,
29802,"Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness",Bryan Lee O'Malley,"O'Malley, Bryan Lee",,193266422X,9781932664225,4,4.29,Oni Press,Paperback,192,2006,2006,11/22/17,11/5/17,,,read,,,,1,,,0,,,,,
29801,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",Bryan Lee O'Malley,"O'Malley, Bryan Lee",,1932664122,9781932664126,4,4.24,Oni Press,Paperback,200,2005,2005,11/20/17,11/5/17,,,read,,,,1,,,0,,,,,
78433,The Blind Assassin,Margaret Atwood,"Atwood, Margaret",,1860498809,9781860498800,0,3.95,Virago Press Ltd,Paperback,637,2001,2000,,11/20/17,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
24763621,"Wintersong (Wintersong, #1)",S. Jae-Jones,"Jae-Jones, S.",,1250079217,9781250079213,3,3.59,Thomas Dunne Books,Hardcover,436,2017,2017,11/19/17,2/15/17,,,read,,,,1,,,0,,,,,
35633343,"Promise Me, Dad: A Year of Hope, Hardship, and Purpose",Joe Biden,"Biden, Joe",,1250171679,9781250171672,0,4.16,Flatiron Books,Hardcover,272,2017,2017,,11/17/17,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
34381468,Leaf,Sandra Dieckmann,"Dieckmann, Sandra",,1911171313,9781911171317,5,4.15,Flying Eye Books,Hardcover,32,2017,,11/15/17,11/15/17,,,read,,,,1,,,0,,,,,
23453112,Modern Romance,Aziz Ansari,"Ansari, Aziz",Eric Klinenberg,1594206279,9781594206276,4,3.84,Penguin Press,Hardcover,279,2015,2015,11/12/17,11/10/17,,,read,,,,1,,,0,,,,,
223631,The Favorite Uncle Remus,Joel Chandler Harris,"Harris, Joel Chandler","Archibald C. Coolidge, George Van Santvoord",0395068002,9780395068007,0,4.07,HMH Books for Young Readers,Hardcover,320,1973,1973,,11/12/17,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
13422775,Lyrics and Poems 1997-2012,John K. Samson,"Samson, John K.",,1894037588,9781894037587,0,4.56,Arbeiter Ring Publishing,Paperback,106,2012,2012,,11/9/17,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
28962895,"IQ (IQ, #1)",Joe Ide,"Ide, Joe",,0316267724,9780316267724,0,3.79,Mulholland Books,Hardcover,325,2016,2016,,11/9/17,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
23513349,Milk and Honey,Rupi Kaur,"Kaur, Rupi",,1502784270,9781502784278,4,4.15,Createspace,Paperback,204,2014,2014,11/8/17,2/17/17,owned,owned (#141),read,,,,1,,,0,,,,,
29800,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,"O'Malley, Bryan Lee",,1932664084,9781932664089,4,4.17,Oni Press,Paperback,168,2004,2004,11/5/17,10/16/17,,,read,,,,1,,,0,,,,,
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,0446675504,9780446675505,4,4.15,Grand Central Publishing,Paperback,345,2000,1993,11/4/17,9/26/17,,,read,,,,1,,,0,,,,,
22552026,Long Way Down,Jason Reynolds,"Reynolds, Jason",,1481438255,9781481438254,0,4.38,Atheneum/Caitlyn Dlouhy Books,Hardcover,306,2017,2017,,10/30/17,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,0553804677,9780553804676,4,4.3,Bantam Spectra,Hardcover,499,2006,2006,10/29/17,10/10/11,,,read,,,,1,,,0,,,,,
29385546,"Warcross (Warcross, #1)",Marie Lu,"Lu, Marie",,0399547967,9780399547966,4,4.21,G.P. Putnamâ€™s Sons Books for Young Readers,Hardcover,353,2017,2017,10/22/17,9/26/17,owned,owned (#155),read,,,,1,,,0,,,,,
45882,Borderlands/La Frontera: The New Mestiza,Gloria E. AnzaldÃºa,"AnzaldÃºa, Gloria E.",Sonia SaldÃ_var-Hull,1879960575,9781879960572,0,4.27,Aunt Lute Books,Hardcover,260,1999,1987,,10/19/17,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
16650268,The Watermelon Seed,Greg Pizzoli,"Pizzoli, Greg",,1423171012,9781423171010,5,4.05,Disney-Hyperion,Hardcover,40,2013,2013,,10/5/17,,,read,,,,1,,,0,,,,,
38447,The Handmaid's Tale,Margaret Atwood,"Atwood, Margaret",,038549081X,9780385490818,5,4.09,Anchor Books,Paperback,311,1998,1985,9/28/17,7/11/17,,,read,,,,1,,,0,,,,,
306010,Postcards from the Edge,Carrie Fisher,"Fisher, Carrie",,0743466519,9780743466516,4,3.59,Pocket,Paperback,226,2002,1987,9/20/17,12/27/16,owned,owned (#142),read,,,,1,,,0,,,,,
9677870,Press Here,HervÃ© Tullet,"Tullet, HervÃ©",Christopher Franceschelli,0811879542,9780811879545,4,4.44,Chronicle Books,Hardcover,56,2011,2010,9/15/17,9/15/17,,,read,,,,1,,,0,,,,,
5113,Franny and Zooey,J.D. Salinger,"Salinger, J.D.",,0316769029,9780316769020,4,3.98,Back Bay Books,Paperback,201,2001,1961,9/7/17,11/29/11,owned,owned (#55),read,,,,1,,,0,,,,,
58922,The Runaway Bunny,Margaret Wise Brown,"Brown, Margaret Wise",Clement Hurd,0060775823,9780060775827,4,4.12,HarperCollins,Hardcover,48,2017,1942,8/26/17,8/27/17,,,read,,,,1,,,0,,,,,
15800525,NausicaÃ_ of the Valley of the Wind: The Complete Series,Hayao Miyazaki,"Miyazaki, Hayao","David Lewis, Toren Smith",1421550644,9781421550640,0,4.75,VIZ Media LLC,Hardcover,1104,2012,1995,,8/13/17,"owned, currently-reading","owned (#154), currently-reading (#6)",currently-reading,,,,1,,,0,,,,,
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",Roger Zelazny,0345404475,9780345404473,4,4.08,Del Rey / Ballantine Books,Paperback,244,1996,1968,8/15/17,1/20/17,owned,owned (#139),read,,,,1,,,0,,,,,
24982327,Tiny Pieces of Skull,Roz Kaveney,"Kaveney, Roz",,0956971970,9780956971975,4,3.94,Team Angelica,Paperback,188,2015,2015,8/3/17,6/9/16,owned,owned (#153),read,,,,1,,,0,,,,,
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,0807083690,9780807083697,0,4.22,Beacon Press,Paperback,287,2004,1979,,7/28/17,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
92517,The Glass Menagerie,Tennessee Williams,"Williams, Tennessee",,0811214044,9780811214049,4,3.68,New Directions,Paperback,104,1999,1945,7/16/17,7/14/17,owned,owned (#152),read,,,,1,,,0,,,,,
33652490,Men Without Women,Haruki Murakami,"Murakami, Haruki",ë¬´ëù_ì_´ë¯¸ í•˜ë£¨í‚_,,,4,3.78,Bond Street Books,Kindle Edition,240,2017,2014,7/13/17,5/28/17,owned,owned (#150),read,,,,1,,,0,,,,,
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,0756404738,9780756404734,0,4.58,DAW Books,Hardcover,994,2011,2011,,7/4/17,"owned, to-read","owned (#151), to-read (#70)",to-read,,,,0,,,0,,,,,
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison,"Morrison, Grant",Dave McKean,1401204252,9781401204259,0,4.1,DC Comics,Paperback,216,2005,1989,,7/10/17,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
6911529,Batwoman: Elegy,Greg Rucka,"Rucka, Greg","J.H. Williams III, Rachel Maddow",1401226922,9781401226923,0,4.16,DC Comics,Hardcover,192,2010,2010,,7/10/17,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,0553383043,9780553383041,4,4,Bantam Spectra,Paperback,183,2004,1968,7/4/17,3/15/17,owned,owned (#144),read,,,,1,,,0,,,,,
59960,Batman: The Dark Knight Returns,Frank Miller,"Miller, Frank","Klaus Janson, Lynn Varley",156389341X,9781563893414,4,4.25,DC Comics,Hardcover,197,2012,1986,6/29/17,10/6/11,,,read,,,,1,,,0,,,,,
3950967,The Tales of Beedle the Bard,J.K. Rowling,"Rowling, J.K.",,0747599874,9780747599876,4,4.07,Bloomsbury,Hardcover,109,2008,2007,6/27/17,6/25/17,owned,owned (#147),read,,,,1,,,0,,,,,
7342071,"Blacksad (Blacksad, #1-3)",Juan DÃ_az Canales,"Canales, Juan DÃ_az","Juanjo Guarnido, Anthya Flores, Patricia Rivera",159582393X,9781595823939,0,4.33,Dark Horse Originals,Hardcover,176,2010,2006,,6/25/17,"to-read, owned","to-read (#67), owned (#149)",to-read,,,,0,,,0,,,,,
14376,Einstein's Dreams,Alan Lightman,"Lightman, Alan",,140007780X,9781400077809,0,4.08,Vintage,Paperback,144,2004,1992,,6/25/17,"to-read, owned","to-read (#66), owned (#148)",to-read,,,,0,,,0,,,,,
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,075640407X,9780756404079,4,4.55,Penguin Group DAW,Hardcover,662,2007,2007,6/19/17,5/30/16,owned,owned (#145),read,,,,1,,,0,,,,,
33106729,Star Trek Cats,Jenny Parks,"Parks, Jenny",,145215841X,9781452158419,4,4.18,Chronicle Books,Hardcover,64,2017,2017,6/17/17,6/17/17,,,read,,,,1,,,0,,,,,
29775585,"The Unbeatable Squirrel Girl, Vol. 4: I Kissed a Squirrel and I Liked It",Ryan North,"North, Ryan","Erica Henderson, Jacob Chabot, Rico Renzi",0785196277,9780785196273,0,4.32,Marvel,Paperback,120,2016,2016,,6/17/17,"currently-reading, owned","currently-reading (#5), owned (#146)",currently-reading,,,,1,,,0,,,,,
